event,guests,package,location,services_count,selected_services,rule_total,total_budget
birthday_private_party,152,simple,tier2,8,cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor|venue,155240,151000
birthday_private_party,20,basic,rural,5,cake|photo|return_gifts|theme_decor|venue,88815,97500
birthday_private_party,108,basic,metro,7,balloon_decor|cake|dj|games_anchor|photo|snacks|venue,168000,181500
birthday_private_party,160,simple,metro,6,balloon_decor|cake|dj|snacks|theme_decor|venue,135520,148500
birthday_private_party,116,basic,premium,4,cake|dj|return_gifts|venue,97380,90000
birthday_private_party,68,basic,tier2,7,balloon_decor|cake|dj|games_anchor|return_gifts|snacks|theme_decor,107700,108000
birthday_private_party,20,luxury,tier2,5,balloon_decor|cake|games_anchor|theme_decor|venue,129200,148500
birthday_private_party,120,simple,rural,6,balloon_decor|cake|dj|games_anchor|photo|venue,86490,79500
birthday_private_party,20,simple,tier2,4,balloon_decor|cake|return_gifts|theme_decor,38400,39500
birthday_private_party,99,basic,rural,5,balloon_decor|cake|dj|return_gifts|snacks,80945,86500
birthday_private_party,59,simple,metro,5,balloon_decor|cake|return_gifts|snacks|venue,78210,82500
birthday_private_party,20,luxury,tier2,4,cake|dj|games_anchor|return_gifts,56780,64500
birthday_private_party,78,simple,tier2,6,balloon_decor|cake|games_anchor|return_gifts|snacks|theme_decor,74860,71000
birthday_private_party,22,basic,tier2,4,balloon_decor|cake|return_gifts|snacks,32675,31000
birthday_private_party,47,simple,premium,5,balloon_decor|cake|dj|photo|venue,99600,91500
birthday_private_party,171,simple,metro,6,cake|dj|games_anchor|photo|return_gifts|venue,113702,107000
birthday_private_party,41,simple,rural,6,balloon_decor|cake|dj|games_anchor|photo|theme_decor,75330,77000
birthday_private_party,137,basic,rural,3,cake|games_anchor|photo,41850,38500
birthday_private_party,144,simple,tier2,7,balloon_decor|cake|dj|games_anchor|photo|snacks|theme_decor,117000,127000
birthday_private_party,83,luxury,tier2,7,balloon_decor|cake|dj|games_anchor|photo|snacks|venue,193375,222000
birthday_private_party,69,basic,metro,4,cake|dj|games_anchor|photo,71400,73500
birthday_private_party,104,simple,tier2,4,cake|dj|games_anchor|venue,61000,61000
birthday_private_party,58,basic,rural,5,cake|games_anchor|photo|return_gifts|snacks,66797,66500
birthday_private_party,20,simple,tier2,7,balloon_decor|cake|dj|games_anchor|return_gifts|theme_decor|venue,93400,88000
birthday_private_party,21,simple,tier2,4,cake|games_anchor|snacks|venue,51250,52500
birthday_private_party,61,basic,tier2,6,balloon_decor|cake|games_anchor|snacks|theme_decor|venue,114062,126500
birthday_private_party,20,simple,tier2,4,cake|photo|return_gifts|theme_decor,46400,42500
birthday_private_party,78,basic,rural,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|theme_decor,105044,109000
birthday_private_party,40,basic,tier2,5,cake|return_gifts|snacks|theme_decor|venue,86000,76500
birthday_private_party,75,simple,tier2,7,cake|dj|games_anchor|return_gifts|snacks|theme_decor|venue,106750,103500
birthday_private_party,83,basic,rural,6,balloon_decor|cake|photo|snacks|theme_decor|venue,124097,136500
birthday_private_party,68,basic,rural,6,balloon_decor|cake|games_anchor|photo|snacks|theme_decor,96488,103500
birthday_private_party,98,basic,tier2,5,balloon_decor|cake|games_anchor|photo|venue,97500,99500
birthday_private_party,67,luxury,rural,5,balloon_decor|cake|photo|return_gifts|theme_decor,101247,91500
birthday_private_party,104,simple,rural,5,cake|photo|return_gifts|snacks|venue,87866,95500
birthday_private_party,154,basic,rural,6,cake|dj|photo|return_gifts|snacks|theme_decor,134827,125000
birthday_private_party,40,basic,metro,4,balloon_decor|cake|return_gifts|snacks,45920,47000
birthday_private_party,100,basic,tier2,6,balloon_decor|cake|dj|games_anchor|snacks|theme_decor,107500,106000
birthday_private_party,20,simple,metro,6,balloon_decor|cake|dj|photo|snacks|venue,98560,111000
birthday_private_party,28,basic,metro,6,cake|dj|photo|return_gifts|theme_decor|venue,129304,124000
birthday_private_party,70,basic,tier2,5,balloon_decor|cake|snacks|theme_decor|venue,104375,101500
birthday_private_party,20,simple,tier2,6,balloon_decor|cake|games_anchor|return_gifts|theme_decor|venue,78400,74500
birthday_private_party,60,simple,tier2,3,cake|return_gifts|venue,43200,41000
birthday_private_party,147,basic,rural,6,balloon_decor|cake|photo|return_gifts|snacks|theme_decor,128328,130000
birthday_private_party,95,basic,premium,7,balloon_decor|cake|dj|photo|snacks|theme_decor|venue,187125,194000
birthday_private_party,203,luxury,tier2,4,cake|dj|return_gifts|snacks,163387,161000
birthday_private_party,89,basic,tier2,6,balloon_decor|cake|photo|snacks|theme_decor|venue,135312,143000
birthday_private_party,144,simple,metro,4,balloon_decor|cake|dj|snacks,77280,80500
birthday_private_party,77,simple,premium,4,cake|dj|theme_decor|venue,82800,85500
birthday_private_party,158,simple,metro,8,balloon_decor|cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor,156195,175000
birthday_private_party,68,basic,tier2,5,cake|games_anchor|photo|return_gifts|venue,92700,91500
birthday_private_party,64,basic,metro,6,balloon_decor|cake|dj|games_anchor|photo|venue,130200,127000
birthday_private_party,58,basic,tier2,6,balloon_decor|cake|games_anchor|snacks|theme_decor|venue,113125,126000
birthday_private_party,81,simple,tier2,5,cake|dj|return_gifts|theme_decor|venue,78720,71000
birthday_private_party,83,simple,rural,6,cake|dj|photo|return_gifts|snacks|venue,94590,86000
birthday_private_party,170,simple,tier2,4,balloon_decor|cake|snacks|theme_decor,78500,81000
birthday_private_party,25,simple,metro,5,balloon_decor|cake|dj|snacks|venue,77560,81000
birthday_private_party,43,basic,rural,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|snacks,91733,88000
birthday_private_party,59,basic,tier2,5,cake|dj|games_anchor|photo|snacks,82188,86500
birthday_private_party,52,simple,metro,6,cake|dj|games_anchor|return_gifts|snacks|theme_decor,76429,82000
birthday_private_party,168,simple,tier2,4,cake|dj|games_anchor|return_gifts,51160,49000
birthday_private_party,98,simple,premium,7,balloon_decor|cake|dj|games_anchor|photo|theme_decor|venue,133200,146000
birthday_private_party,40,basic,rural,7,cake|dj|games_anchor|return_gifts|snacks|theme_decor|venue,109042,125000
birthday_private_party,106,simple,metro,5,balloon_decor|cake|games_anchor|photo|venue,87360,80500
birthday_private_party,33,basic,rural,5,balloon_decor|cake|games_anchor|photo|theme_decor,76725,82000
birthday_private_party,116,basic,metro,5,balloon_decor|cake|photo|return_gifts|venue,114688,127000
birthday_private_party,20,luxury,rural,4,cake|games_anchor|snacks|venue,80631,78500
birthday_private_party,146,simple,tier2,5,balloon_decor|cake|dj|photo|venue,83000,88000
birthday_private_party,81,simple,tier2,6,balloon_decor|cake|games_anchor|return_gifts|snacks|theme_decor,75970,75000
birthday_private_party,121,basic,tier2,7,cake|dj|games_anchor|return_gifts|snacks|theme_decor|venue,154712,143500
birthday_private_party,20,simple,metro,5,balloon_decor|cake|games_anchor|photo|venue,87360,84000
birthday_private_party,44,basic,metro,5,balloon_decor|cake|dj|return_gifts|theme_decor,78792,79500
birthday_private_party,43,luxury,tier2,7,balloon_decor|cake|photo|return_gifts|snacks|theme_decor|venue,173247,151500
birthday_private_party,20,simple,tier2,6,balloon_decor|cake|dj|games_anchor|return_gifts|snacks,50400,53500
birthday_private_party,98,simple,tier2,4,cake|photo|theme_decor|venue,74000,76000
birthday_private_party,117,simple,tier2,6,cake|photo|return_gifts|snacks|theme_decor|venue,117290,121000
birthday_private_party,42,basic,metro,6,balloon_decor|cake|dj|games_anchor|theme_decor|venue,127400,124500
birthday_private_party,36,luxury,tier2,5,cake|games_anchor|snacks|theme_decor|venue,124100,105500
birthday_private_party,44,simple,metro,6,balloon_decor|cake|dj|return_gifts|snacks|venue,88794,84500
birthday_private_party,20,luxury,rural,6,balloon_decor|cake|dj|snacks|theme_decor|venue,135966,124500
birthday_private_party,59,simple,metro,6,cake|dj|games_anchor|photo|return_gifts|theme_decor,85210,91500
birthday_private_party,131,basic,tier2,5,balloon_decor|cake|games_anchor|return_gifts|snacks,95588,89000
birthday_private_party,191,basic,rural,3,cake|snacks|theme_decor,83409,84500
birthday_private_party,20,basic,rural,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|venue,110902,102500
birthday_private_party,111,basic,metro,4,cake|dj|return_gifts|theme_decor,73248,82000
birthday_private_party,81,basic,tier2,7,balloon_decor|cake|dj|games_anchor|photo|theme_decor|venue,138750,131500
birthday_private_party,22,basic,premium,8,cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor|venue,160710,175500
birthday_private_party,68,simple,tier2,5,cake|games_anchor|photo|snacks|venue,83000,83500
birthday_private_party,84,simple,tier2,5,balloon_decor|cake|dj|return_gifts|theme_decor,61080,64500
birthday_private_party,53,simple,metro,6,balloon_decor|cake|dj|photo|return_gifts|theme_decor,86643,91500
birthday_private_party,32,simple,rural,6,balloon_decor|cake|dj|games_anchor|photo|snacks,66030,71000
birthday_private_party,47,simple,tier2,5,balloon_decor|cake|return_gifts|snacks|theme_decor,53390,57000
birthday_private_party,74,simple,rural,6,cake|games_anchor|photo|return_gifts|snacks|venue,86843,89000
birthday_private_party,134,basic,metro,6,balloon_decor|cake|dj|games_anchor|theme_decor|venue,127400,112500
birthday_private_party,96,simple,rural,3,cake|return_gifts|venue,44194,46000
birthday_private_party,20,basic,metro,6,balloon_decor|cake|games_anchor|snacks|theme_decor|venue,113400,115000
birthday_private_party,87,basic,metro,7,balloon_decor|cake|dj|photo|snacks|theme_decor|venue,171850,185000
birthday_private_party,54,simple,tier2,6,cake|games_anchor|photo|snacks|theme_decor|venue,97500,97000
birthday_private_party,159,simple,metro,5,balloon_decor|cake|games_anchor|return_gifts|theme_decor,72890,76000
birthday_private_party,56,simple,metro,6,balloon_decor|cake|dj|return_gifts|theme_decor|venue,98246,88500
birthday_private_party,59,simple,tier2,6,balloon_decor|cake|dj|games_anchor|photo|snacks,77750,75000
birthday_private_party,175,simple,tier2,3,cake|snacks|theme_decor,67750,63500
birthday_private_party,150,basic,rural,7,balloon_decor|cake|games_anchor|photo|return_gifts|theme_decor|venue,132525,118000
birthday_private_party,60,luxury,metro,7,balloon_decor|cake|games_anchor|photo|return_gifts|snacks|theme_decor,167933,149500
birthday_private_party,105,basic,rural,7,balloon_decor|cake|games_anchor|return_gifts|snacks|theme_decor|venue,133513,128000
birthday_private_party,71,simple,rural,7,balloon_decor|cake|dj|games_anchor|photo|snacks|venue,102998,112000
birthday_private_party,120,simple,tier2,4,cake|games_anchor|return_gifts|theme_decor,48400,51000
birthday_private_party,34,basic,premium,6,balloon_decor|cake|dj|games_anchor|photo|return_gifts,100620,100000
birthday_private_party,88,simple,metro,5,cake|dj|photo|snacks|venue,104160,112500
birthday_private_party,20,simple,rural,5,balloon_decor|cake|photo|return_gifts|theme_decor,54312,53000
birthday_private_party,44,simple,tier2,5,cake|games_anchor|snacks|theme_decor|venue,75000,78500
birthday_private_party,25,basic,tier2,5,cake|dj|games_anchor|snacks|venue,84062,89000
birthday_private_party,85,simple,metro,7,balloon_decor|cake|photo|return_gifts|snacks|theme_decor|venue,131544,127500
birthday_private_party,38,simple,rural,3,cake|return_gifts|venue,37721,41000
birthday_private_party,70,basic,tier2,5,cake|games_anchor|return_gifts|theme_decor|venue,90500,80500
birthday_private_party,73,simple,metro,5,cake|dj|games_anchor|photo|return_gifts,66931,71000
birthday_private_party,54,luxury,metro,5,cake|dj|games_anchor|theme_decor|venue,150416,142500
birthday_private_party,67,basic,metro,5,cake|dj|games_anchor|snacks|theme_decor,92050,91500
birthday_private_party,79,luxury,metro,6,balloon_decor|cake|dj|games_anchor|return_gifts|theme_decor,134194,137000
birthday_private_party,117,simple,rural,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|theme_decor,88387,88000
birthday_private_party,68,simple,tier2,7,cake|dj|games_anchor|photo|snacks|theme_decor|venue,116000,120000
birthday_private_party,51,simple,tier2,7,cake|dj|games_anchor|photo|return_gifts|snacks|venue,99870,100500
birthday_private_party,88,basic,metro,7,balloon_decor|cake|dj|games_anchor|photo|theme_decor|venue,155400,178500
birthday_private_party,68,basic,rural,6,cake|dj|games_anchor|return_gifts|theme_decor|venue,101324,105000
birthday_private_party,76,simple,premium,6,cake|dj|photo|return_gifts|snacks|venue,118944,111000
birthday_private_party,76,luxury,rural,7,cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor,153547,169000
birthday_private_party,20,basic,tier2,7,balloon_decor|cake|games_anchor|return_gifts|snacks|theme_decor|venue,104250,116000
birthday_private_party,81,luxury,metro,6,balloon_decor|cake|games_anchor|photo|snacks|venue,187068,207000
birthday_private_party,91,basic,tier2,6,balloon_decor|cake|dj|games_anchor|snacks|theme_decor,104688,109500
birthday_private_party,63,simple,tier2,6,balloon_decor|cake|dj|games_anchor|photo|theme_decor,81000,88500
birthday_private_party,31,simple,premium,7,balloon_decor|cake|photo|return_gifts|snacks|theme_decor|venue,116964,106000
birthday_private_party,20,basic,tier2,6,balloon_decor|cake|return_gifts|snacks|theme_decor|venue,91750,85000
birthday_private_party,41,basic,rural,6,cake|dj|games_anchor|photo|snacks|theme_decor,92128,91000
birthday_private_party,53,simple,tier2,6,cake|dj|games_anchor|photo|snacks|theme_decor,82250,89500
birthday_private_party,138,luxury,tier2,8,balloon_decor|cake|dj|games_anchor|photo|return_gifts|theme_decor|venue,216852,216500
birthday_private_party,50,simple,premium,5,cake|dj|games_anchor|snacks|theme_decor,73800,69500
birthday_private_party,55,simple,rural,4,cake|photo|return_gifts|snacks,43106,45000
birthday_private_party,101,simple,premium,8,balloon_decor|cake|dj|photo|return_gifts|snacks|theme_decor|venue,166044,171000
birthday_private_party,35,basic,rural,7,balloon_decor|cake|games_anchor|photo|return_gifts|snacks|venue,105729,108500
birthday_private_party,20,basic,tier2,6,balloon_decor|cake|dj|photo|return_gifts|venue,106750,96500
birthday_private_party,30,simple,tier2,3,cake|dj|games_anchor,31000,28500
birthday_private_party,99,simple,rural,6,balloon_decor|cake|games_anchor|photo|snacks|theme_decor,84398,94500
birthday_private_party,121,basic,metro,6,balloon_decor|cake|games_anchor|photo|return_gifts|venue,129528,117500
birthday_private_party,96,basic,metro,5,cake|dj|games_anchor|return_gifts|snacks,93128,93000
birthday_private_party,65,basic,metro,4,balloon_decor|cake|games_anchor|theme_decor,64400,68500
birthday_private_party,69,simple,tier2,4,cake|games_anchor|return_gifts|theme_decor,42280,48000
birthday_private_party,121,simple,tier2,4,cake|games_anchor|theme_decor|venue,64000,68000
birthday_private_party,96,simple,tier2,6,balloon_decor|cake|dj|games_anchor|photo|theme_decor,81000,77000
birthday_private_party,20,simple,metro,5,cake|dj|photo|return_gifts|venue,82208,78500
birthday_private_party,55,basic,tier2,6,cake|games_anchor|photo|snacks|theme_decor|venue,122188,114000
birthday_private_party,58,basic,tier2,7,balloon_decor|cake|dj|return_gifts|snacks|theme_decor|venue,128075,133500
birthday_private_party,74,simple,tier2,6,balloon_decor|cake|games_anchor|return_gifts|theme_decor|venue,84880,83500
birthday_private_party,117,basic,tier2,6,cake|dj|photo|snacks|theme_decor|venue,147812,144000
birthday_private_party,156,simple,rural,6,balloon_decor|cake|dj|games_anchor|return_gifts|snacks,93670,89500
birthday_private_party,52,basic,rural,6,cake|dj|games_anchor|photo|return_gifts|theme_decor,87466,87500
birthday_private_party,30,simple,rural,6,balloon_decor|cake|games_anchor|photo|snacks|theme_decor,68355,70500
birthday_private_party,78,simple,metro,8,balloon_decor|cake|games_anchor|photo|return_gifts|snacks|theme_decor|venue,139843,150000
birthday_private_party,152,simple,metro,6,balloon_decor|cake|games_anchor|return_gifts|snacks|theme_decor,114509,123000
birthday_private_party,20,simple,tier2,5,cake|photo|return_gifts|snacks|theme_decor,51400,51500
birthday_private_party,100,simple,tier2,6,balloon_decor|cake|dj|games_anchor|photo|return_gifts,75000,81000
birthday_private_party,31,simple,tier2,6,balloon_decor|cake|games_anchor|photo|theme_decor|venue,96000,100500
birthday_private_party,20,simple,metro,7,cake|games_anchor|photo|return_gifts|snacks|theme_decor|venue,102368,95500
birthday_private_party,43,luxury,premium,6,balloon_decor|cake|dj|games_anchor|return_gifts|venue,159446,155500
birthday_private_party,73,luxury,tier2,4,cake|return_gifts|snacks|theme_decor,86717,90000
birthday_private_party,35,basic,tier2,7,cake|dj|games_anchor|photo|return_gifts|snacks|venue,117438,115000
birthday_private_party,78,simple,tier2,4,cake|dj|snacks|theme_decor,58500,60500
birthday_private_party,216,simple,tier2,4,cake|games_anchor|photo|venue,66000,61500
birthday_private_party,74,basic,tier2,7,balloon_decor|cake|games_anchor|return_gifts|snacks|theme_decor|venue,129225,122000
birthday_private_party,104,basic,tier2,4,cake|dj|games_anchor|venue,76250,78000
birthday_private_party,99,simple,rural,4,cake|dj|snacks|theme_decor,59288,66000
birthday_private_party,87,simple,tier2,6,balloon_decor|cake|photo|snacks|theme_decor|venue,107750,102000
birthday_private_party,51,basic,tier2,6,cake|dj|return_gifts|snacks|theme_decor|venue,109838,109500
birthday_private_party,44,simple,tier2,6,cake|dj|games_anchor|return_gifts|snacks|venue,77280,84500
birthday_private_party,74,simple,metro,7,balloon_decor|cake|dj|games_anchor|snacks|theme_decor|venue,122640,134000
birthday_private_party,39,basic,metro,5,cake|games_anchor|return_gifts|snacks|venue,84602,85500
birthday_private_party,77,basic,tier2,5,cake|games_anchor|photo|snacks|theme_decor,91562,88500
birthday_private_party,94,simple,tier2,5,cake|dj|photo|return_gifts|venue,82280,87500
birthday_private_party,152,basic,metro,6,cake|dj|photo|snacks|theme_decor|venue,177800,187000
birthday_private_party,157,simple,tier2,9,balloon_decor|cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor|venue,169090,174000
birthday_private_party,186,simple,rural,6,balloon_decor|cake|dj|snacks|theme_decor|venue,118575,132000
birthday_private_party,97,simple,tier2,5,balloon_decor|cake|games_anchor|snacks|venue,82250,88000
birthday_private_party,105,simple,tier2,7,balloon_decor|cake|dj|games_anchor|photo|snacks|theme_decor,107250,104000
birthday_private_party,88,simple,tier2,6,balloon_decor|cake|dj|photo|return_gifts|venue,93560,94000
birthday_private_party,76,basic,metro,5,cake|photo|snacks|theme_decor|venue,130200,139000
birthday_private_party,87,basic,tier2,6,cake|games_anchor|photo|snacks|theme_decor|venue,132188,127000
birthday_private_party,67,basic,tier2,7,balloon_decor|cake|games_anchor|photo|return_gifts|snacks|theme_decor,113488,103000
birthday_private_party,39,basic,tier2,7,balloon_decor|cake|games_anchor|photo|return_gifts|theme_decor|venue,125850,127500
birthday_private_party,73,basic,tier2,6,balloon_decor|cake|return_gifts|snacks|theme_decor|venue,116262,133500
birthday_private_party,139,luxury,rural,5,balloon_decor|cake|games_anchor|return_gifts|snacks,125579,130000
birthday_private_party,143,basic,rural,4,balloon_decor|cake|dj|photo,61612,65000
birthday_private_party,53,simple,rural,5,balloon_decor|cake|games_anchor|snacks|venue,66262,72000
birthday_private_party,61,simple,tier2,6,balloon_decor|cake|games_anchor|return_gifts|snacks|venue,80570,84000
birthday_private_party,41,simple,rural,6,balloon_decor|cake|dj|return_gifts|theme_decor|venue,79906,76500
birthday_private_party,85,simple,tier2,4,balloon_decor|cake|return_gifts|theme_decor,46200,43000
birthday_private_party,20,simple,tier2,5,balloon_decor|cake|games_anchor|return_gifts|theme_decor,48400,44500
birthday_private_party,98,luxury,tier2,8,balloon_decor|cake|dj|photo|return_gifts|snacks|theme_decor|venue,233342,204500
birthday_private_party,99,simple,metro,7,balloon_decor|cake|dj|games_anchor|return_gifts|theme_decor|venue,115226,116500
birthday_private_party,203,simple,rural,5,balloon_decor|cake|games_anchor|photo|venue,72540,68000
birthday_private_party,53,simple,tier2,5,balloon_decor|cake|photo|snacks|venue,81250,73000
birthday_private_party,63,simple,tier2,5,cake|games_anchor|snacks|theme_decor|venue,79750,77500
birthday_private_party,139,basic,tier2,7,balloon_decor|cake|dj|return_gifts|snacks|theme_decor|venue,165538,165000
birthday_private_party,56,basic,tier2,5,balloon_decor|cake|games_anchor|theme_decor|venue,95000,103500
birthday_private_party,91,basic,tier2,5,balloon_decor|cake|photo|return_gifts|theme_decor,83650,91000
birthday_private_party,105,simple,metro,6,cake|dj|games_anchor|photo|snacks|theme_decor,106680,102000
birthday_private_party,77,basic,tier2,4,balloon_decor|cake|dj|theme_decor,63750,67500
birthday_private_party,98,simple,premium,5,cake|games_anchor|photo|return_gifts|theme_decor,78912,78500
birthday_private_party,62,simple,metro,4,cake|dj|games_anchor|photo,57120,59500
birthday_private_party,122,simple,tier2,5,cake|dj|games_anchor|snacks|venue,91500,95500
birthday_private_party,20,simple,rural,5,cake|dj|games_anchor|return_gifts|theme_decor,47802,48500
birthday_private_party,97,basic,tier2,7,balloon_decor|cake|games_anchor|photo|return_gifts|snacks|theme_decor,127362,133500
birthday_private_party,60,simple,metro,5,balloon_decor|cake|dj|theme_decor|venue,90720,95500
birthday_private_party,98,simple,tier2,3,cake|dj|theme_decor,39000,37000
birthday_private_party,98,basic,tier2,6,balloon_decor|cake|dj|photo|return_gifts|venue,118450,105000
birthday_private_party,38,simple,premium,6,balloon_decor|cake|dj|photo|return_gifts|theme_decor,90672,82000
birthday_private_party,98,simple,tier2,5,balloon_decor|cake|photo|return_gifts|snacks,74260,77000
birthday_private_party,146,luxury,tier2,6,balloon_decor|cake|dj|photo|snacks|venue,203150,217500
birthday_private_party,107,simple,rural,6,balloon_decor|cake|dj|photo|return_gifts|theme_decor,77971,87500
birthday_private_party,184,basic,premium,5,cake|photo|return_gifts|snacks|theme_decor,168120,160500
birthday_private_party,79,simple,tier2,6,cake|games_anchor|return_gifts|snacks|theme_decor|venue,93230,91500
birthday_private_party,116,basic,rural,6,balloon_decor|cake|games_anchor|photo|snacks|venue,124388,127000
birthday_private_party,102,basic,tier2,7,balloon_decor|cake|games_anchor|photo|snacks|theme_decor|venue,151875,168500
birthday_private_party,20,basic,tier2,6,balloon_decor|cake|dj|games_anchor|return_gifts|snacks,63000,70000
birthday_private_party,175,basic,metro,6,cake|dj|games_anchor|return_gifts|snacks|venue,176050,164500
birthday_private_party,93,simple,tier2,6,cake|games_anchor|photo|snacks|theme_decor|venue,107250,106500
birthday_private_party,116,simple,metro,4,balloon_decor|cake|dj|snacks,69440,64500
