event,guests,package,location,services_count,selected_services,rule_total,total_budget
engagement_reception,128,simple,tier2,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,266200,273500
engagement_reception,227,simple,tier2,4,catering|invites|photo_video|stage_decor,222850,217500
engagement_reception,388,simple,tier2,6,catering|flowers|lighting|music|photo_video|return_gifts,357200,344000
engagement_reception,419,basic,tier2,6,catering|flowers|invites|makeup|photo_video|return_gifts,465438,471000
engagement_reception,286,basic,tier2,5,catering|flowers|invites|photo_video|stage_decor,346625,323000
engagement_reception,163,basic,tier2,6,catering|invites|makeup|music|photo_video|stage_decor,288312,278000
engagement_reception,390,simple,premium,6,catering|invites|music|photo_video|return_gifts|stage_decor,443400,457000
engagement_reception,329,basic,metro,5,catering|makeup|photo_video|return_gifts|stage_decor,460390,405500
engagement_reception,229,luxury,metro,5,catering|lighting|music|photo_video|return_gifts,441442,441000
engagement_reception,144,basic,tier2,5,catering|invites|lighting|music|photo_video,212750,213000
engagement_reception,181,simple,rural,6,catering|lighting|makeup|photo_video|return_gifts|stage_decor,234964,228000
engagement_reception,397,basic,tier2,5,catering|flowers|lighting|makeup|music,379188,410000
engagement_reception,199,simple,tier2,4,catering|makeup|photo_video|stage_decor,224450,212500
engagement_reception,235,basic,rural,7,catering|flowers|invites|music|photo_video|return_gifts|stage_decor,337997,377500
engagement_reception,50,luxury,tier2,6,catering|invites|lighting|photo_video|return_gifts|stage_decor,255850,292000
engagement_reception,308,luxury,metro,5,catering|makeup|photo_video|return_gifts|stage_decor,600141,648500
engagement_reception,198,luxury,metro,4,catering|flowers|invites|photo_video,350146,318500
engagement_reception,246,basic,metro,8,catering|flowers|invites|lighting|music|photo_video|return_gifts|stage_decor,445060,496500
engagement_reception,160,luxury,tier2,5,catering|invites|makeup|music|stage_decor,312800,273500
engagement_reception,191,basic,tier2,8,catering|flowers|invites|lighting|music|photo_video|return_gifts|stage_decor,352688,356000
engagement_reception,80,basic,premium,7,catering|flowers|invites|lighting|makeup|photo_video|stage_decor,313500,321000
engagement_reception,309,basic,metro,7,catering|flowers|invites|lighting|makeup|photo_video|return_gifts,449190,469500
engagement_reception,339,basic,metro,8,catering|flowers|invites|lighting|makeup|music|photo_video|stage_decor,517230,563500
engagement_reception,371,basic,premium,7,catering|flowers|invites|lighting|makeup|music|return_gifts,501225,507000
engagement_reception,95,basic,metro,6,catering|lighting|makeup|photo_video|return_gifts|stage_decor,275450,257000
engagement_reception,512,basic,tier2,5,catering|invites|makeup|return_gifts|stage_decor,513500,468500
engagement_reception,196,basic,metro,8,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts,371560,394000
engagement_reception,239,basic,rural,6,catering|flowers|lighting|makeup|return_gifts|stage_decor,310794,281500
engagement_reception,63,luxury,tier2,8,catering|flowers|invites|lighting|makeup|music|return_gifts|stage_decor,304215,292500
engagement_reception,118,simple,tier2,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,259700,284500
engagement_reception,319,basic,tier2,7,catering|flowers|invites|lighting|makeup|music|stage_decor,391812,391000
engagement_reception,148,simple,tier2,5,catering|makeup|music|photo_video|return_gifts,184200,182000
engagement_reception,335,basic,metro,7,catering|flowers|invites|lighting|makeup|music|stage_decor,451150,420500
engagement_reception,154,luxury,metro,6,catering|lighting|makeup|music|photo_video|stage_decor,452581,527500
engagement_reception,359,simple,metro,5,catering|flowers|invites|makeup|stage_decor,333144,343000
engagement_reception,65,luxury,metro,7,catering|flowers|lighting|music|photo_video|return_gifts|stage_decor,366044,373500
engagement_reception,128,basic,tier2,8,catering|flowers|invites|lighting|makeup|music|photo_video|stage_decor,316750,287500
engagement_reception,302,simple,tier2,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,379300,364000
engagement_reception,55,basic,tier2,5,catering|invites|lighting|music|stage_decor,151562,168000
engagement_reception,167,basic,rural,8,catering|flowers|lighting|makeup|music|photo_video|return_gifts|stage_decor,329627,321000
engagement_reception,178,simple,metro,7,catering|flowers|invites|lighting|music|photo_video|return_gifts,256144,236500
engagement_reception,193,basic,metro,8,catering|flowers|invites|lighting|makeup|music|photo_video|stage_decor,404810,395000
engagement_reception,163,simple,metro,6,catering|invites|makeup|photo_video|return_gifts|stage_decor,256424,254500
engagement_reception,216,simple,tier2,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,323400,299500
engagement_reception,420,basic,metro,8,catering|flowers|invites|lighting|makeup|music|photo_video|stage_decor,579600,629000
engagement_reception,50,basic,metro,6,catering|flowers|makeup|photo_video|return_gifts|stage_decor,237300,236000
engagement_reception,65,luxury,tier2,4,catering|flowers|music|stage_decor,205275,209500
engagement_reception,299,simple,tier2,7,catering|flowers|invites|lighting|photo_video|return_gifts|stage_decor,334350,305000
engagement_reception,193,simple,metro,6,catering|flowers|lighting|makeup|photo_video|stage_decor,294728,267500
engagement_reception,233,simple,metro,6,catering|flowers|lighting|music|photo_video|stage_decor,311528,327500
engagement_reception,119,basic,metro,7,catering|lighting|makeup|music|photo_video|return_gifts|stage_decor,322490,356500
engagement_reception,442,simple,metro,5,catering|invites|lighting|makeup|stage_decor,382032,385000
engagement_reception,158,basic,metro,5,catering|flowers|lighting|photo_video|return_gifts,265580,234500
engagement_reception,539,simple,tier2,7,catering|flowers|lighting|music|photo_video|return_gifts|stage_decor,500350,542500
engagement_reception,367,simple,metro,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,472136,488000
engagement_reception,274,luxury,tier2,5,catering|flowers|invites|lighting|makeup,383690,352000
engagement_reception,217,luxury,premium,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,661062,730500
engagement_reception,50,basic,metro,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,301700,328000
engagement_reception,429,simple,metro,5,catering|flowers|makeup|music|photo_video,387464,372500
engagement_reception,192,basic,rural,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,357818,353500
engagement_reception,203,simple,metro,7,catering|flowers|invites|lighting|photo_video|return_gifts|stage_decor,304584,330000
engagement_reception,50,basic,tier2,5,catering|flowers|makeup|photo_video|return_gifts,155625,161500
engagement_reception,430,basic,tier2,4,catering|flowers|lighting|stage_decor,404375,408500
engagement_reception,221,basic,metro,5,catering|invites|makeup|photo_video|return_gifts,310310,321000
engagement_reception,258,basic,tier2,7,catering|invites|lighting|makeup|music|photo_video|stage_decor,378625,381500
engagement_reception,337,luxury,metro,5,catering|flowers|invites|lighting|photo_video,533786,523000
engagement_reception,234,simple,tier2,5,catering|makeup|music|return_gifts|stage_decor,240100,224500
engagement_reception,336,basic,rural,4,catering|invites|return_gifts|stage_decor,315502,287500
engagement_reception,134,simple,tier2,6,catering|flowers|invites|lighting|music|return_gifts,155100,167500
engagement_reception,99,luxury,tier2,6,catering|flowers|lighting|makeup|return_gifts|stage_decor,299795,328500
engagement_reception,417,simple,tier2,6,catering|flowers|lighting|music|photo_video|stage_decor,379350,411000
engagement_reception,161,basic,rural,6,catering|flowers|invites|lighting|makeup|music,211052,201000
engagement_reception,272,basic,tier2,5,catering|lighting|makeup|music|stage_decor,322000,307500
engagement_reception,333,luxury,metro,6,catering|flowers|lighting|makeup|photo_video|stage_decor,647646,552500
engagement_reception,50,simple,tier2,7,catering|flowers|invites|lighting|makeup|photo_video|return_gifts,152500,167000
engagement_reception,233,simple,metro,7,catering|flowers|invites|lighting|makeup|music|photo_video,298088,278000
engagement_reception,278,basic,tier2,6,catering|flowers|invites|makeup|photo_video|return_gifts,350875,327000
engagement_reception,316,luxury,tier2,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,660280,703000
engagement_reception,375,simple,metro,6,catering|flowers|invites|lighting|return_gifts|stage_decor,379400,366000
engagement_reception,293,simple,premium,6,catering|flowers|invites|music|photo_video|stage_decor,358980,342500
engagement_reception,282,simple,tier2,7,catering|flowers|invites|lighting|music|photo_video|stage_decor,313100,342500
engagement_reception,337,luxury,tier2,5,catering|flowers|makeup|music|stage_decor,502095,513000
engagement_reception,156,basic,metro,8,catering|flowers|invites|lighting|makeup|photo_video|return_gifts|stage_decor,372960,396000
engagement_reception,212,simple,metro,6,catering|flowers|lighting|makeup|return_gifts|stage_decor,279776,263500
engagement_reception,179,luxury,metro,7,catering|flowers|lighting|makeup|music|photo_video|stage_decor,520649,559000
engagement_reception,206,simple,metro,7,catering|flowers|invites|makeup|photo_video|return_gifts|stage_decor,312368,307000
engagement_reception,155,basic,tier2,7,catering|flowers|invites|lighting|music|photo_video|return_gifts,267188,275500
engagement_reception,345,simple,rural,8,catering|flowers|lighting|makeup|music|photo_video|return_gifts|stage_decor,371302,406000
engagement_reception,64,basic,metro,5,catering|flowers|invites|makeup|return_gifts,135240,148000
engagement_reception,212,luxury,metro,4,catering|invites|music|stage_decor,357190,305500
engagement_reception,298,simple,tier2,7,catering|flowers|invites|makeup|music|return_gifts|stage_decor,311700,290000
engagement_reception,320,basic,metro,6,catering|flowers|lighting|makeup|music|return_gifts,410200,457500
engagement_reception,376,luxury,metro,7,catering|flowers|invites|lighting|makeup|music|photo_video,656499,592000
engagement_reception,365,simple,metro,7,catering|flowers|invites|music|photo_video|return_gifts|stage_decor,420280,478000
engagement_reception,249,basic,metro,6,catering|invites|lighting|photo_video|return_gifts|stage_decor,391790,433500
engagement_reception,313,basic,tier2,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,483062,499000
engagement_reception,154,basic,tier2,7,catering|invites|lighting|makeup|music|photo_video|stage_decor,307125,287500
engagement_reception,135,luxury,metro,8,catering|flowers|invites|lighting|music|photo_video|return_gifts|stage_decor,467908,506500
engagement_reception,86,simple,tier2,7,catering|invites|makeup|music|photo_video|return_gifts|stage_decor,196900,195500
engagement_reception,456,basic,metro,8,catering|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,640360,702500
engagement_reception,170,simple,tier2,8,catering|flowers|invites|lighting|makeup|photo_video|return_gifts|stage_decor,275500,297500
engagement_reception,252,simple,metro,6,catering|flowers|lighting|makeup|return_gifts|stage_decor,308896,329500
engagement_reception,120,basic,metro,6,catering|flowers|invites|music|photo_video|stage_decor,285600,294000
engagement_reception,318,simple,tier2,7,catering|flowers|invites|lighting|music|return_gifts|stage_decor,319700,293500
engagement_reception,173,simple,metro,7,catering|flowers|invites|lighting|makeup|photo_video|return_gifts,260344,267000
engagement_reception,375,basic,metro,5,catering|flowers|invites|lighting|return_gifts,411250,423000
engagement_reception,50,luxury,metro,7,catering|invites|lighting|makeup|music|photo_video|return_gifts,282744,289000
engagement_reception,292,simple,metro,7,catering|flowers|invites|music|photo_video|return_gifts|stage_decor,367136,389000
engagement_reception,50,simple,metro,6,catering|flowers|makeup|music|photo_video|return_gifts,159600,155000
engagement_reception,232,basic,tier2,4,catering|invites|lighting|makeup,225750,215500
engagement_reception,260,basic,tier2,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,440000,412000
engagement_reception,336,luxury,tier2,8,catering|flowers|invites|makeup|music|photo_video|return_gifts|stage_decor,648380,768500
engagement_reception,298,basic,rural,4,catering|invites|lighting|photo_video,275396,289000
engagement_reception,158,basic,tier2,7,catering|invites|lighting|makeup|music|photo_video|return_gifts,273375,261000
engagement_reception,173,simple,tier2,5,catering|flowers|lighting|photo_video|stage_decor,227150,245500
engagement_reception,198,basic,metro,4,catering|flowers|makeup|return_gifts,245980,274500
engagement_reception,229,simple,metro,7,catering|invites|makeup|music|photo_video|return_gifts|stage_decor,324632,298500
engagement_reception,299,basic,tier2,7,catering|invites|lighting|makeup|music|photo_video|stage_decor,406812,395000
engagement_reception,377,simple,tier2,6,catering|flowers|invites|music|photo_video|stage_decor,345350,360500
engagement_reception,338,simple,tier2,5,catering|flowers|lighting|makeup|photo_video,297900,273500
engagement_reception,150,basic,tier2,5,catering|invites|makeup|music|stage_decor,223125,202000
engagement_reception,309,basic,metro,7,catering|flowers|lighting|makeup|music|photo_video|stage_decor,482930,495500
engagement_reception,223,basic,tier2,6,catering|flowers|lighting|makeup|music|stage_decor,315812,309000
engagement_reception,99,luxury,metro,5,catering|flowers|invites|music|return_gifts,213914,221000
engagement_reception,99,luxury,tier2,4,catering|lighting|return_gifts|stage_decor,219895,193500
engagement_reception,247,basic,premium,7,catering|flowers|invites|makeup|music|photo_video|return_gifts,417825,394500
engagement_reception,81,simple,metro,4,catering|flowers|invites|photo_video,133896,148000
engagement_reception,138,basic,premium,5,catering|invites|music|return_gifts|stage_decor,241050,242500
engagement_reception,174,simple,metro,8,catering|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,306992,295500
engagement_reception,186,basic,metro,7,catering|flowers|invites|lighting|makeup|return_gifts|stage_decor,337260,341000
engagement_reception,148,basic,metro,5,catering|flowers|invites|lighting|return_gifts,204680,181500
engagement_reception,297,basic,tier2,6,catering|flowers|lighting|makeup|photo_video|stage_decor,400438,460000
engagement_reception,258,basic,tier2,6,catering|flowers|makeup|photo_video|return_gifts|stage_decor,380875,346500
engagement_reception,283,luxury,tier2,6,catering|invites|lighting|music|photo_video|return_gifts,467415,405500
engagement_reception,262,simple,metro,4,catering|invites|photo_video|return_gifts,250096,258500
engagement_reception,458,luxury,metro,7,catering|flowers|invites|lighting|makeup|music|photo_video,742370,708000
engagement_reception,267,luxury,metro,6,catering|flowers|lighting|music|photo_video|return_gifts,530359,596500
engagement_reception,211,basic,tier2,6,catering|flowers|lighting|makeup|return_gifts|stage_decor,311438,320000
engagement_reception,317,basic,tier2,7,catering|invites|lighting|music|photo_video|return_gifts|stage_decor,427562,466000
engagement_reception,183,simple,metro,5,catering|invites|photo_video|return_gifts|stage_decor,242984,255500
engagement_reception,378,simple,metro,6,catering|flowers|lighting|makeup|photo_video|return_gifts,400624,361000
engagement_reception,155,simple,premium,9,catering|flowers|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,340500,365000
engagement_reception,293,luxury,metro,7,catering|invites|lighting|makeup|photo_video|return_gifts|stage_decor,634889,700000
engagement_reception,253,luxury,metro,5,catering|makeup|music|photo_video|return_gifts,480665,424500
engagement_reception,84,basic,metro,7,catering|lighting|makeup|music|photo_video|return_gifts|stage_decor,290640,282500
engagement_reception,224,luxury,tier2,5,catering|flowers|makeup|music|stage_decor,396440,427000
engagement_reception,163,basic,tier2,8,catering|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,333688,306000
engagement_reception,237,basic,metro,7,catering|flowers|invites|lighting|music|photo_video|return_gifts,373870,394000
engagement_reception,149,basic,tier2,6,catering|flowers|lighting|makeup|music|stage_decor,264938,269500
engagement_reception,118,simple,rural,5,catering|invites|lighting|makeup|return_gifts,120621,122000
engagement_reception,130,luxury,rural,6,catering|flowers|invites|makeup|music|stage_decor,299600,262000
engagement_reception,300,simple,tier2,7,catering|flowers|lighting|makeup|music|return_gifts|stage_decor,325000,314000
engagement_reception,221,basic,tier2,4,catering|flowers|photo_video|return_gifts,263312,297000
engagement_reception,262,basic,tier2,6,catering|flowers|lighting|music|photo_video|stage_decor,367625,406000
engagement_reception,115,simple,tier2,5,catering|flowers|photo_video|return_gifts|stage_decor,186750,169000
engagement_reception,295,basic,rural,7,catering|flowers|invites|lighting|makeup|music|return_gifts,331022,340500
engagement_reception,224,simple,tier2,8,catering|flowers|lighting|makeup|music|photo_video|return_gifts|stage_decor,320600,360500
engagement_reception,234,basic,tier2,7,catering|flowers|invites|makeup|music|photo_video|return_gifts,337625,316500
engagement_reception,238,basic,tier2,5,catering|invites|lighting|makeup|stage_decor,286125,308000
engagement_reception,342,basic,premium,7,catering|flowers|invites|lighting|makeup|music|return_gifts,472950,458500
engagement_reception,50,luxury,tier2,8,catering|invites|lighting|makeup|music|photo_video|return_gifts|stage_decor,328950,353000
engagement_reception,50,luxury,metro,7,catering|flowers|invites|lighting|photo_video|return_gifts|stage_decor,328440,290500
