event,guests,package,location,services_count,selected_services,rule_total,total_budget
corporate_event,320,basic,tier2,6,av|catering|hall|photo_video|registration|security,378750,432500
corporate_event,33,basic,metro,6,av|catering|hall|photo_video|registration|stage_setup,261590,231000
corporate_event,111,simple,metro,3,av|catering|hall,173544,171000
corporate_event,350,basic,premium,6,av|catering|hall|photo_video|registration|stage_setup,494250,489000
corporate_event,69,basic,premium,4,av|catering|hall|staff,212355,202000
corporate_event,370,basic,premium,7,av|branding|catering|hall|photo_video|registration|security,518250,470500
corporate_event,194,simple,tier2,3,av|catering|security,134300,125500
corporate_event,134,simple,tier2,3,av|catering|security,107300,110000
corporate_event,30,simple,premium,4,av|catering|hall|photo_video,178200,173000
corporate_event,280,simple,tier2,5,av|branding|catering|security|stage_setup,218000,238500
corporate_event,407,basic,metro,6,av|branding|catering|photo_video|security|stage_setup,427210,464000
corporate_event,183,simple,metro,7,av|branding|catering|hall|photo_video|registration|staff,295669,319500
corporate_event,131,luxury,tier2,6,av|branding|catering|hall|photo_video|security,384115,356000
corporate_event,112,simple,metro,7,av|branding|catering|hall|photo_video|registration|security,256928,254000
corporate_event,38,basic,tier2,5,av|branding|catering|security|staff,108925,126500
corporate_event,105,luxury,tier2,6,av|catering|hall|security|staff|stage_setup,336005,401000
corporate_event,156,simple,metro,7,av|branding|catering|photo_video|registration|staff|stage_setup,229242,228000
corporate_event,156,luxury,metro,5,av|catering|hall|photo_video|security,413549,408500
corporate_event,199,basic,metro,5,av|branding|catering|registration|security,235970,234000
corporate_event,347,simple,premium,5,av|catering|registration|security|stage_setup,288180,281000
corporate_event,30,basic,metro,5,av|branding|catering|registration|stage_setup,147700,132000
corporate_event,300,basic,tier2,6,av|branding|catering|photo_video|security|staff,320000,343500
corporate_event,144,simple,rural,6,av|branding|catering|registration|security|staff,144448,143000
corporate_event,227,simple,premium,4,av|catering|photo_video|registration,214980,199000
corporate_event,291,simple,premium,7,av|branding|catering|hall|photo_video|registration|staff,385476,401000
corporate_event,30,luxury,tier2,4,av|branding|catering|registration,136850,151000
corporate_event,266,simple,metro,5,av|catering|hall|security|stage_setup,293104,318500
corporate_event,253,basic,metro,4,av|catering|photo_video|registration,267190,278000
corporate_event,129,simple,premium,8,av|branding|catering|hall|photo_video|registration|security|stage_setup,314460,318000
corporate_event,32,basic,metro,6,av|catering|hall|photo_video|staff|stage_setup,247744,256500
corporate_event,36,luxury,tier2,6,av|branding|catering|registration|staff|stage_setup,188836,169000
corporate_event,133,simple,rural,8,av|branding|catering|hall|photo_video|registration|security|staff,232026,258500
corporate_event,343,simple,rural,7,av|branding|catering|hall|registration|security|staff,307635,302000
corporate_event,169,basic,metro,6,av|catering|hall|photo_video|registration|stage_setup,347270,350000
corporate_event,30,basic,metro,7,av|branding|catering|photo_video|registration|security|staff,174860,184000
corporate_event,264,basic,premium,3,av|catering|registration,248700,266000
corporate_event,135,basic,tier2,6,av|branding|catering|photo_video|security|stage_setup,228438,241000
corporate_event,196,simple,metro,6,av|branding|catering|photo_video|security|stage_setup,235424,259500
corporate_event,236,luxury,metro,7,av|branding|catering|photo_video|registration|security|staff,445688,484500
corporate_event,30,basic,metro,5,av|catering|hall|security|stage_setup,217700,229000
corporate_event,359,basic,metro,7,av|branding|catering|hall|photo_video|registration|security,476770,479000
corporate_event,274,luxury,metro,8,av|branding|catering|hall|photo_video|registration|staff|stage_setup,642067,585500
corporate_event,57,basic,metro,6,av|branding|catering|hall|registration|security,244510,242500
corporate_event,110,luxury,metro,4,av|branding|catering|stage_setup,246568,240000
corporate_event,111,simple,metro,4,av|catering|hall|registration,186984,197000
corporate_event,338,basic,premium,7,av|branding|catering|photo_video|security|staff|stage_setup,451710,404500
corporate_event,60,simple,tier2,9,av|branding|catering|hall|photo_video|registration|security|staff|stage_setup,235800,220000
corporate_event,166,luxury,tier2,5,av|catering|photo_video|registration|security,278290,307500
corporate_event,98,simple,metro,3,av|catering|staff,97373,103000
corporate_event,68,basic,rural,6,av|catering|hall|registration|security|staff,191859,206500
corporate_event,30,luxury,tier2,4,av|catering|security|stage_setup,145350,161500
corporate_event,372,simple,tier2,5,av|catering|registration|security|staff,256160,265500
corporate_event,132,simple,tier2,6,av|catering|hall|registration|security|stage_setup,213400,214500
corporate_event,195,basic,tier2,6,av|catering|photo_video|registration|staff|stage_setup,256688,260000
corporate_event,344,simple,metro,8,av|branding|catering|photo_video|registration|security|staff|stage_setup,354278,370000
corporate_event,30,luxury,metro,6,av|branding|catering|photo_video|registration|stage_setup,257992,269000
corporate_event,73,basic,metro,4,av|branding|catering|staff,131166,129000
corporate_event,42,basic,premium,5,av|catering|hall|registration|security,221850,233000
corporate_event,212,basic,tier2,7,av|branding|catering|hall|security|staff|stage_setup,342950,319500
corporate_event,284,basic,tier2,7,av|branding|catering|hall|photo_video|registration|staff,396900,444500
corporate_event,30,basic,metro,5,av|catering|hall|registration|staff,186060,201500
corporate_event,83,simple,tier2,5,av|catering|hall|photo_video|registration,184350,182500
corporate_event,286,luxury,tier2,6,av|branding|catering|hall|registration|security,472090,418500
corporate_event,256,simple,tier2,6,av|branding|catering|registration|security|stage_setup,219200,216000
corporate_event,36,simple,tier2,4,av|branding|catering|registration,83200,88500
corporate_event,184,simple,tier2,3,av|catering|security,129800,132000
corporate_event,266,simple,metro,5,av|catering|registration|security|stage_setup,228144,236500
corporate_event,177,luxury,tier2,7,av|branding|catering|photo_video|registration|security|staff,344777,326500
corporate_event,301,basic,tier2,5,av|catering|hall|registration|stage_setup,346812,339000
corporate_event,357,luxury,tier2,5,av|branding|catering|hall|registration,506005,436000
corporate_event,35,simple,metro,6,av|branding|catering|registration|security|staff,109256,99000
corporate_event,246,luxury,rural,8,av|branding|catering|hall|photo_video|registration|security|stage_setup,497541,501500
corporate_event,247,basic,metro,6,av|catering|hall|photo_video|security|stage_setup,396410,382000
corporate_event,185,simple,tier2,6,av|catering|hall|photo_video|security|staff,245050,240500
corporate_event,183,basic,premium,8,av|branding|catering|hall|photo_video|registration|security|staff,413985,418000
corporate_event,64,simple,tier2,6,av|branding|catering|hall|photo_video|security,195800,191000
corporate_event,175,luxury,tier2,5,av|catering|registration|security|staff,257975,261000
corporate_event,220,basic,metro,5,av|catering|photo_video|registration|stage_setup,281400,259500
corporate_event,263,simple,metro,8,av|branding|catering|hall|photo_video|registration|security|staff,356597,395500
corporate_event,252,basic,metro,4,av|branding|catering|registration,252560,240500
corporate_event,149,luxury,tier2,7,av|branding|catering|hall|photo_video|security|stage_setup,440385,411000
corporate_event,276,simple,premium,5,av|catering|hall|photo_video|staff,337536,379500
corporate_event,183,simple,tier2,6,av|branding|catering|hall|registration|staff,233990,253500
corporate_event,30,simple,rural,7,av|branding|catering|photo_video|registration|staff|stage_setup,128247,131500
corporate_event,276,simple,tier2,5,av|branding|catering|hall|photo_video,279200,303000
corporate_event,109,simple,tier2,5,av|catering|hall|registration|staff,174770,172500
corporate_event,296,basic,rural,8,av|branding|catering|hall|photo_video|security|staff|stage_setup,405573,438000
corporate_event,84,basic,metro,7,av|branding|catering|hall|photo_video|security|staff,296128,264000
corporate_event,30,basic,premium,5,av|branding|catering|registration|security,138750,127000
corporate_event,246,basic,tier2,5,av|catering|registration|security|stage_setup,243375,215500
corporate_event,30,simple,metro,5,av|catering|photo_video|security|staff,104048,99000
corporate_event,350,simple,tier2,7,av|branding|catering|hall|photo_video|staff|stage_setup,365500,381000
corporate_event,264,luxury,metro,6,av|branding|catering|registration|staff|stage_setup,441576,391000
corporate_event,30,luxury,metro,5,av|catering|hall|photo_video|stage_setup,330344,332500
corporate_event,107,luxury,tier2,5,av|catering|registration|security|stage_setup,224655,228500
corporate_event,167,basic,premium,7,av|branding|catering|hall|photo_video|registration|stage_setup,400725,400500
corporate_event,252,basic,premium,6,av|branding|catering|hall|registration|stage_setup,413100,415500
corporate_event,224,simple,metro,4,av|catering|security|stage_setup,193536,187000
corporate_event,126,simple,metro,6,av|branding|catering|registration|security|stage_setup,179984,180500
corporate_event,180,simple,metro,6,av|catering|hall|photo_video|security|stage_setup,283360,293500
corporate_event,131,basic,metro,4,av|catering|hall|stage_setup,264530,239000
corporate_event,293,basic,metro,5,av|branding|catering|photo_video|stage_setup,338590,386500
corporate_event,405,simple,metro,5,av|branding|catering|hall|staff,380408,412000
corporate_event,449,luxury,tier2,5,av|branding|catering|staff|stage_setup,540549,530000
corporate_event,158,luxury,tier2,3,av|catering|registration,200770,206500
corporate_event,416,basic,tier2,3,av|branding|catering,302750,269500
corporate_event,122,basic,metro,8,av|branding|catering|hall|photo_video|registration|security|staff,341124,362500
corporate_event,30,simple,premium,6,av|branding|catering|hall|security|stage_setup,210600,218000
corporate_event,116,basic,metro,6,av|catering|hall|photo_video|staff|stage_setup,310072,301000
corporate_event,122,simple,metro,6,av|catering|hall|photo_video|security|staff,237059,220000
corporate_event,30,simple,premium,5,av|catering|registration|security|staff,89880,88500
corporate_event,401,basic,tier2,5,av|catering|hall|security|staff,411912,387000
corporate_event,311,simple,metro,5,av|catering|photo_video|registration|security,256424,249000
corporate_event,204,simple,rural,4,av|branding|catering|registration,147684,140500
corporate_event,311,basic,rural,5,av|catering|photo_video|security|stage_setup,281267,287500
corporate_event,137,basic,metro,3,av|catering|hall,233310,254000
corporate_event,284,luxury,metro,3,av|catering|stage_setup,357571,406500
corporate_event,30,basic,premium,5,av|branding|catering|photo_video|registration,165750,178500
corporate_event,264,luxury,tier2,6,av|branding|catering|photo_video|security|staff,402764,378500
corporate_event,299,basic,metro,8,av|branding|catering|hall|photo_video|registration|security|stage_setup,473970,543500
corporate_event,175,basic,premium,6,av|branding|catering|hall|registration|stage_setup,361125,336000
corporate_event,94,basic,metro,4,av|catering|hall|staff,216748,239500
corporate_event,185,luxury,tier2,7,av|catering|hall|photo_video|security|staff|stage_setup,459085,476000
corporate_event,80,luxury,metro,6,av|catering|hall|photo_video|staff|stage_setup,385370,328000
corporate_event,228,basic,premium,6,av|branding|catering|photo_video|registration|security,317400,295500
corporate_event,212,basic,metro,8,av|branding|catering|hall|registration|security|staff|stage_setup,400904,358000
corporate_event,50,basic,metro,6,av|catering|hall|security|staff|stage_setup,235900,229500
corporate_event,171,simple,metro,6,av|catering|photo_video|registration|security|stage_setup,213864,233500
corporate_event,217,luxury,premium,5,av|catering|photo_video|registration|security,380766,427000
corporate_event,419,basic,tier2,5,av|branding|catering|hall|registration,406938,380000
corporate_event,128,luxury,metro,8,av|catering|hall|photo_video|registration|security|staff|stage_setup,479503,544500
corporate_event,45,basic,tier2,5,av|catering|registration|security|stage_setup,130312,136000
corporate_event,183,luxury,tier2,5,av|catering|hall|photo_video|staff,394383,451000
corporate_event,155,simple,premium,3,av|catering|photo_video,161700,156500
corporate_event,336,simple,metro,6,av|catering|photo_video|registration|security|stage_setup,297024,302500
corporate_event,30,simple,metro,4,av|catering|security|staff,70448,65000
corporate_event,220,simple,rural,6,av|branding|catering|registration|staff|stage_setup,193998,182500
corporate_event,303,simple,tier2,6,av|branding|catering|photo_video|staff|stage_setup,270590,259000
corporate_event,141,basic,metro,6,av|branding|catering|hall|photo_video|stage_setup,340830,331000
corporate_event,341,luxury,metro,4,av|catering|hall|registration,514937,453500
corporate_event,217,luxury,premium,4,av|catering|security|staff,330500,352000
corporate_event,92,simple,tier2,5,av|catering|hall|security|staff,165760,167500
corporate_event,274,basic,metro,6,av|branding|catering|hall|photo_video|stage_setup,424620,463500
corporate_event,195,basic,metro,4,av|catering|hall|stage_setup,304850,283500
corporate_event,137,basic,tier2,4,av|catering|hall|photo_video,245812,220000
corporate_event,212,basic,rural,5,av|catering|photo_video|security|stage_setup,229478,241500
corporate_event,179,luxury,metro,4,av|catering|photo_video|staff,304392,338000
corporate_event,215,basic,metro,4,av|catering|registration|staff,225330,214000
corporate_event,178,simple,tier2,7,av|branding|catering|hall|photo_video|security|stage_setup,272100,294500
corporate_event,77,simple,metro,5,av|branding|catering|registration|staff,120747,126000
corporate_event,35,basic,tier2,7,av|branding|catering|hall|security|staff|stage_setup,225688,202000
corporate_event,146,simple,tier2,4,av|branding|catering|stage_setup,145700,140000
corporate_event,106,basic,tier2,3,av|catering|photo_video,140875,131000
corporate_event,381,basic,metro,8,av|branding|catering|hall|photo_video|registration|staff|stage_setup,551502,533500
corporate_event,323,basic,metro,6,av|catering|hall|photo_video|security|staff,445466,424500
corporate_event,30,basic,tier2,4,av|catering|security|staff,78625,83000
corporate_event,166,basic,tier2,4,av|catering|photo_video|staff,191225,180500
corporate_event,185,luxury,tier2,5,av|catering|photo_video|registration|staff,297585,321000
corporate_event,94,luxury,premium,4,av|branding|catering|security,222972,234500
corporate_event,90,basic,metro,4,av|catering|photo_video|security,164500,148500
corporate_event,205,basic,tier2,9,av|branding|catering|hall|photo_video|registration|security|staff|stage_setup,390812,381000
corporate_event,263,basic,metro,6,av|catering|photo_video|registration|security|stage_setup,325290,318000
corporate_event,30,simple,rural,5,av|catering|registration|security|stage_setup,90675,90000
corporate_event,245,luxury,tier2,4,av|catering|hall|registration,386325,359500
corporate_event,292,simple,metro,6,av|catering|hall|registration|staff|stage_setup,332371,364000
corporate_event,221,basic,metro,5,av|catering|hall|staff|stage_setup,345982,385000
corporate_event,264,basic,tier2,7,av|catering|hall|photo_video|security|staff|stage_setup,389900,415000
corporate_event,312,basic,premium,5,av|branding|catering|hall|security,416100,376000
corporate_event,160,simple,metro,5,av|catering|photo_video|security|stage_setup,194880,176000
corporate_event,44,basic,premium,5,av|catering|security|staff|stage_setup,142980,142000
corporate_event,386,simple,metro,6,av|catering|photo_video|registration|staff|stage_setup,343370,358500
corporate_event,198,basic,premium,9,av|branding|catering|hall|photo_video|registration|security|staff|stage_setup,463410,517500
corporate_event,142,luxury,tier2,5,av|branding|catering|hall|photo_video,372130,365000
corporate_event,132,simple,metro,4,av|catering|staff|stage_setup,145555,141000
corporate_event,80,basic,metro,5,av|branding|catering|hall|registration,242200,217000
corporate_event,30,basic,tier2,5,av|catering|photo_video|registration|stage_setup,144375,143500
corporate_event,227,basic,rural,5,av|catering|security|staff|stage_setup,223560,242000
corporate_event,426,simple,tier2,3,av|catering|staff,260780,270500
corporate_event,304,basic,metro,6,av|catering|hall|registration|staff|stage_setup,424368,376000
corporate_event,279,basic,metro,7,av|catering|photo_video|registration|security|staff|stage_setup,366618,410500
corporate_event,332,luxury,rural,4,av|branding|catering|security,342128,324000
corporate_event,378,luxury,metro,5,av|catering|hall|registration|security,569486,635500
corporate_event,30,basic,metro,4,av|catering|security|staff,88060,92500
corporate_event,128,simple,premium,5,av|catering|hall|photo_video|stage_setup,261120,251000
corporate_event,68,basic,rural,5,av|branding|catering|hall|staff,187209,189000
corporate_event,315,basic,premium,4,av|catering|registration|stage_setup,320625,341500
corporate_event,325,basic,metro,5,av|catering|hall|photo_video|registration,410550,363500
corporate_event,115,simple,metro,7,av|branding|catering|registration|security|staff|stage_setup,184744,196000
corporate_event,178,basic,rural,5,av|catering|hall|photo_video|registration,264004,261500
corporate_event,30,luxury,tier2,3,av|catering|security,102850,103500
corporate_event,72,simple,metro,4,av|catering|registration|staff,95379,87000
corporate_event,62,basic,metro,6,av|branding|catering|hall|staff|stage_setup,256004,267000
corporate_event,69,simple,tier2,4,av|catering|hall|photo_video,166050,157500
corporate_event,252,simple,premium,5,av|branding|catering|hall|stage_setup,316080,286500
corporate_event,318,simple,metro,6,av|branding|catering|hall|security|stage_setup,341712,375000
corporate_event,152,luxury,metro,4,av|catering|photo_video|staff,277146,294500
corporate_event,358,basic,premium,9,av|branding|catering|hall|photo_video|registration|security|staff|stage_setup,590610,587500
corporate_event,137,basic,tier2,3,av|branding|catering,145812,158000
corporate_event,103,simple,metro,5,av|branding|catering|hall|registration,205352,199500
corporate_event,257,simple,tier2,5,av|branding|catering|photo_video|stage_setup,225650,247000
corporate_event,30,simple,tier2,5,av|catering|registration|staff|stage_setup,87900,96000
corporate_event,389,simple,tier2,7,av|branding|catering|hall|registration|security|stage_setup,349050,375500
corporate_event,30,simple,tier2,7,av|branding|catering|photo_video|registration|security|stage_setup,147500,141500
corporate_event,243,basic,premium,5,av|branding|catering|registration|security,282525,252000
corporate_event,30,basic,tier2,7,av|catering|hall|photo_video|registration|staff|stage_setup,234875,242500
corporate_event,249,simple,metro,4,av|catering|photo_video|security,211736,218500
corporate_event,229,simple,tier2,6,av|branding|catering|security|staff|stage_setup,213370,198500
corporate_event,41,basic,rural,4,av|catering|photo_video|registration,110961,112500
corporate_event,219,simple,tier2,7,av|branding|catering|hall|security|staff|stage_setup,278070,294500
corporate_event,257,basic,metro,6,av|branding|catering|hall|registration|staff,382494,370500
corporate_event,191,basic,rural,6,av|branding|catering|hall|security|stage_setup,288242,314500
corporate_event,137,simple,tier2,3,av|catering|registration,108650,120500
corporate_event,30,simple,metro,7,av|catering|hall|registration|security|staff|stage_setup,190288,205500
corporate_event,115,basic,tier2,5,av|catering|photo_video|registration|staff,172438,192500
corporate_event,168,basic,tier2,6,av|branding|catering|photo_video|registration|security,230750,248500
corporate_event,278,luxury,tier2,6,av|branding|catering|hall|registration|stage_setup,488070,499500
corporate_event,32,simple,metro,6,av|catering|photo_video|registration|security|staff,118675,108000
corporate_event,132,basic,metro,6,av|branding|catering|registration|staff|stage_setup,226744,208000
corporate_event,309,luxury,tier2,5,av|branding|catering|registration|security,370685,411500
corporate_event,37,basic,tier2,6,av|branding|catering|photo_video|registration|security,157062,154000
corporate_event,30,basic,premium,8,av|branding|catering|hall|registration|security|staff|stage_setup,284850,310000
corporate_event,105,simple,tier2,6,av|branding|catering|hall|security|staff,192650,203000
corporate_event,30,luxury,metro,5,av|catering|registration|security|stage_setup,185640,192500
corporate_event,194,simple,premium,6,av|branding|catering|hall|registration|staff,287784,272500
corporate_event,369,simple,tier2,3,av|catering|stage_setup,226050,244000
corporate_event,143,basic,metro,4,av|catering|registration|staff,171906,158000
corporate_event,49,basic,tier2,5,av|catering|hall|photo_video|staff,201212,188000
corporate_event,259,simple,rural,6,av|branding|catering|hall|photo_video|security,263702,267000
corporate_event,208,simple,tier2,7,av|catering|hall|photo_video|security|staff|stage_setup,282240,277500
corporate_event,386,simple,metro,7,av|branding|catering|hall|registration|staff|stage_setup,410570,395500
corporate_event,112,luxury,tier2,5,av|branding|catering|hall|stage_setup,340680,291000
corporate_event,278,basic,tier2,4,av|catering|photo_video|stage_setup,268875,298500
corporate_event,247,luxury,metro,4,av|catering|photo_video|stage_setup,382990,333000
corporate_event,184,basic,premium,5,av|catering|photo_video|registration|staff,261780,236500
corporate_event,282,luxury,metro,5,av|catering|hall|photo_video|staff,541612,511000
corporate_event,315,basic,metro,9,av|branding|catering|hall|photo_video|registration|security|staff|stage_setup,519330,569500
corporate_event,154,basic,metro,7,av|branding|catering|hall|registration|security|staff,322868,337500
corporate_event,243,basic,metro,4,av|catering|staff|stage_setup,264306,271000
corporate_event,296,simple,premium,3,av|branding|catering,225840,231500
corporate_event,30,basic,metro,9,av|branding|catering|hall|photo_video|registration|security|staff|stage_setup,307860,284000
corporate_event,256,simple,premium,5,av|branding|catering|staff|stage_setup,258816,251000
corporate_event,351,basic,metro,6,av|catering|hall|photo_video|staff|stage_setup,484442,556000
corporate_event,311,basic,premium,7,av|branding|catering|photo_video|security|staff|stage_setup,430245,469000
corporate_event,30,basic,metro,8,av|branding|catering|hall|photo_video|security|staff|stage_setup,291060,280000
corporate_event,40,basic,tier2,8,av|branding|catering|hall|photo_video|registration|security|staff,250250,262500
corporate_event,281,basic,premium,6,av|branding|catering|hall|registration|stage_setup,432675,414000
corporate_event,201,basic,tier2,6,av|catering|hall|photo_video|security|staff,316912,312000
corporate_event,79,basic,premium,6,av|branding|catering|hall|registration|security,276825,296500
corporate_event,145,basic,metro,7,av|branding|catering|hall|photo_video|security|staff,341390,342000
corporate_event,192,simple,metro,4,av|catering|registration|staff,166611,164500
corporate_event,268,basic,metro,7,av|catering|photo_video|registration|security|staff|stage_setup,358456,359000
corporate_event,81,luxury,tier2,6,av|catering|hall|photo_video|registration|security,332265,309500
corporate_event,179,basic,premium,5,av|catering|photo_video|staff|stage_setup,277305,295000
corporate_event,247,basic,tier2,5,av|catering|security|staff|stage_setup,253638,227500
corporate_event,259,basic,tier2,4,av|catering|photo_video|stage_setup,258188,259500
corporate_event,194,luxury,rural,5,av|catering|photo_video|security|staff,284295,327000
corporate_event,167,simple,rural,6,av|catering|hall|photo_video|registration|stage_setup,229850,242000
